"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-453279","R-HSA-453279","Mitotic G1 phase and G1/S transition","67/1871","139/11287",0.482014388489209,2.90780139116927,10.0882485356986,3.19455486627717e-18,5.50741258946183e-15,5.50741258946183e-15,"26271/7465/1032/4175/7153/207/4173/5933/1022/5693/4171/5704/5000/4609/1026/5714/5427/5928/208/4605/1876/55388/5717/1859/983/1870/894/1871/25/23594/7298/1021/5426/1869/6118/51053/6117/990/5688/6241/1875/5707/7083/81620/5422/890/4174/5705/7311/1019/1027/993/55957/5519/4172/1029/595/4176/11047/4149/5684/84515/5557/5111/9861/286826/5515",67
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers","146/1871","453/11287",0.322295805739514,1.94428260790053,9.14387684219426,4.42709821166751e-17,3.81615865845739e-14,3.81615865845739e-14,"8841/4088/867/6249/207/10533/7291/5894/11140/7529/3066/11116/182/3845/2255/5693/5704/6934/7094/3320/4609/1026/5714/5529/4478/9372/11044/3516/4763/5908/1024/208/8878/6711/4893/1956/5906/4204/8850/8087/60/5717/6400/57674/4869/5432/8503/1786/22916/9759/4851/5527/8658/2099/4296/7040/5441/7157/7525/7855/8660/10818/5296/10018/4193/5599/57534/2308/4254/627/7750/55733/4916/5781/51107/2648/255324/6774/1839/4089/5688/5295/2064/842/399687/22872/5707/192669/2033/8323/4170/598/5594/5880/9648/6772/3667/10014/4627/5705/2475/673/7311/5903/1848/1027/23164/2066/2962/6777/10342/27161/26523/71/5595/57670/1385/409/8844/6868/808/5519/4233/7170/102/7048/5728/9444/11047/83999/79885/5684/801/57085/324/1051/9861/142678/55750/940/4087/5170/2069/2885/5515/3815",146
"R-HSA-69620","R-HSA-69620","Cell Cycle Checkpoints","103/1871","292/11287",0.352739726027397,2.12793868929515,8.70468368770516,3.19237498089079e-15,1.66576228106026e-12,1.66576228106026e-12,"10403/57405/7465/81929/5347/4175/6249/4173/7529/165918/5693/4171/5704/5000/991/472/79980/1026/5714/5529/64682/701/9735/11065/7531/5984/55388/27338/5717/983/55143/5932/641/8945/7534/23594/5527/7157/1111/7514/4193/6118/55166/699/6117/9088/990/9212/5688/1432/10971/80010/5707/79023/1454/85236/79184/348995/890/5985/4174/5705/1783/7311/55839/5903/54820/63967/1027/993/81565/55920/11200/7468/5519/4172/1029/220134/151648/4176/3619/23122/9156/140735/11047/5684/84515/4361/554313/79019/3017/11130/11004/580/79682/8924/9861/8370/672/8349/4194/5515/8343",103
"R-HSA-69206","R-HSA-69206","G1/S Transition","57/1871","121/11287",0.471074380165289,2.84180466537981,9.07948329494723,3.86487768227438e-15,1.66576228106026e-12,1.66576228106026e-12,"26271/7465/4175/207/4173/5933/1022/5693/4171/5704/5000/4609/1026/5714/5427/5928/208/1876/55388/5717/983/23594/7298/5426/1869/6118/51053/6117/990/5688/6241/1875/5707/7083/81620/5422/890/4174/5705/7311/1019/1027/993/55957/5519/4172/595/4176/11047/4149/5684/84515/5557/5111/9861/286826/5515",57
"R-HSA-69242","R-HSA-69242","S Phase","64/1871","150/11287",0.426666666666667,2.57391056476038,8.64998316162064,2.91273365743681e-14,1.00431056508421e-11,1.00431056508421e-11,"10735/7465/4175/207/4173/994/1022/8243/5693/4171/5704/5000/23063/4609/1026/5714/5427/64682/9837/5928/208/11065/2237/51659/5984/27338/5717/113130/9126/23594/64785/5426/1869/6118/51053/6117/990/5688/1875/5424/5707/81620/5422/890/5985/4174/5705/7311/1019/1027/993/55957/157570/4172/595/4176/11047/4149/5684/84515/5557/5111/9861/286826",64
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","81/1871","222/11287",0.364864864864865,2.20108483684112,8.05653232837317,3.90108266882015e-13,1.12091108684099e-10,1.12091108684099e-10,"27327/3480/10735/1025/207/5241/8243/3845/861/3320/4609/333932/8357/208/23112/57678/4893/1956/8850/3021/5432/8503/8338/9126/7764/4318/2099/865/5441/55970/6667/7514/5296/255324/6387/1839/4313/8351/5295/127933/192669/2033/8202/7031/5594/85236/3326/2288/9166/4602/8331/1027/7528/2066/2962/27161/26523/5595/55625/1385/596/1386/808/595/801/8358/554313/3017/10499/2002/8337/8370/8349/5170/2069/3838/857/10681/4316/1903/8343",81
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","113/1871","356/11287",0.317415730337079,1.91484305094314,7.81835411961213,5.81290595203078e-13,1.43163569447158e-10,1.43163569447158e-10,"27327/9150/355/1025/7994/207/5933/387893/5608/7529/57459/3066/1022/55215/10397/472/1026/2821/117584/9219/5928/208/7248/23112/57472/7531/5984/4850/6874/983/143686/4869/5432/5932/28996/641/1350/2177/7534/5305/5527/79733/57103/5441/7157/22974/54205/11198/1111/51616/51755/4193/94241/27166/204851/6924/1869/6118/4512/6117/9212/6446/4697/29883/1432/10971/8445/80010/905/192669/2033/55835/23019/8851/5366/890/5985/2475/5371/7311/1027/147923/11200/2962/581/83667/27161/26523/58528/1386/5562/5876/5519/1029/64121/53615/1108/5728/9156/4361/3486/79837/54971/5111/1457/580/672/6749/1820/5170/4194/5515/8795",113
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","89/1871","263/11287",0.338403041825095,2.04145116679842,7.61764754295903,3.67800765720558e-12,7.27100206051976e-10,7.27100206051976e-10,"27327/9112/8841/23186/2146/207/8975/57459/3066/2255/5693/5704/51135/1026/5714/5529/1822/9219/5928/208/23112/57332/1956/5717/8503/5305/5527/8658/2099/6615/7157/8660/10818/5296/23396/4193/2308/23466/4254/23512/3654/627/331/4916/5781/5978/255324/1839/6446/5688/5295/2064/842/5707/192669/5594/5880/3667/10014/5705/2475/5371/7311/1027/2066/27161/26523/81847/5595/1385/58528/1386/5519/4233/64121/53615/1108/5728/11047/5684/79837/1457/9861/940/5170/2069/2885/5515/3815",89
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","99/1871","305/11287",0.324590163934426,1.95812355976904,7.5614382725025,3.79576673693027e-12,7.27100206051976e-10,7.27100206051976e-10,"27327/9112/8841/23186/2146/207/8975/57459/3066/2255/5693/5704/51135/1026/5714/5529/1822/9219/5928/208/23112/57332/1956/5717/8503/109/5305/5136/5527/8658/2099/6615/7157/8660/107/10818/5296/23396/4193/5578/2308/23466/4254/23512/3654/627/331/4916/5781/5978/255324/1839/6446/5688/5295/2064/842/5707/192669/115/5594/5880/3667/10014/5705/2475/5371/7311/1027/2066/27161/26523/81847/5595/1385/58528/1386/808/5519/4233/64121/53615/1108/5728/11047/5684/801/5567/79837/1457/9861/940/3708/5170/2069/2885/3838/5515/3815",99
"R-HSA-68886","R-HSA-68886","M Phase","120/1871","406/11287",0.295566502463054,1.78303533580999,7.16281384223333,2.35436426839934e-11,4.02510109368725e-09,4.02510109368725e-09,"23397/26271/10735/10403/57405/81929/5347/79441/6249/387893/3930/25836/11116/8243/5693/5704/64151/991/8636/23063/3320/84131/79980/5714/5529/333932/64682/701/9735/8357/11065/23225/100526767/7531/10776/27338/3842/5717/983/3021/9232/9818/55143/8338/113130/10381/9126/93323/5527/5861/7514/5578/5901/51652/85378/55166/9883/55732/699/22897/9212/5688/8351/5707/79023/55835/1454/53371/5594/85236/8086/348995/5705/1783/7311/55839/5903/10376/8331/23133/23399/54820/9918/81565/9738/55920/5595/81876/9700/29781/5519/220134/95681/151648/3619/23122/140735/5116/11047/1104/5684/8021/6418/8358/554313/79019/3017/11130/1457/11004/10121/79682/8337/9861/8370/4001/203068/8349/5515/8343",120
"R-HSA-195258","R-HSA-195258","RHO GTPase Effectors","102/1871","327/11287",0.311926605504587,1.88172934063617,7.21236311669191,2.5682199553689e-11,4.02510109368725e-09,4.02510109368725e-09,"57591/10092/10403/998/57405/147179/81929/5347/6249/2316/7529/1855/991/6093/79980/999/5529/333932/701/9735/4638/8357/10163/29941/387/7531/60/695/3021/10552/55143/8338/10381/7534/25/5527/5216/7514/6242/5578/55166/699/4771/9212/388/8351/1432/10971/79023/5594/23433/5880/85236/5062/79784/348995/4627/1783/55839/5903/10376/8331/54820/1027/11113/81565/10152/5217/55920/71/5595/808/1072/5519/23191/220134/151648/3619/23122/140735/801/26999/8358/554313/79019/3017/11130/10499/11004/79682/8337/8370/103910/8349/5170/1080/2885/23380/5515/8976/5058/8343",102
"R-HSA-5357801","R-HSA-5357801","Programmed Cell Death","70/1871","197/11287",0.355329949238579,2.14356447731472,7.21774755293092,6.3448165382476e-11,9.11538642661571e-09,9.11538642661571e-09,"355/7431/207/6304/11140/7529/5693/5704/148022/3320/6093/999/5714/3146/208/7332/100526767/7531/5717/3007/7534/1676/7157/54205/708/836/10018/5599/2319/1869/51652/331/3009/4836/6774/5688/578/10971/3005/842/5707/598/5594/5366/5062/1630/100506658/5705/7311/63967/581/5595/2339/3008/28988/596/1029/140735/11047/5684/324/9861/4001/26060/219699/3006/3659/8795/5071/9414",70
"R-HSA-109581","R-HSA-109581","Apoptosis","62/1871","167/11287",0.37125748502994,2.23964897569906,7.19412963986525,9.90963570869999e-11,1.3141701509076e-08,1.3141701509076e-08,"355/7431/207/6304/7529/5693/5704/148022/6093/999/5714/3146/208/7531/5717/3007/7534/1676/7157/54205/708/836/10018/5599/1869/331/3009/4836/6774/5688/578/10971/3005/842/5707/598/5594/5366/5062/1630/100506658/5705/7311/63967/581/5595/2339/3008/28988/596/1029/140735/11047/5684/324/9861/4001/26060/219699/3006/8795/9414",62
"R-HSA-195721","R-HSA-195721","Signaling by WNT","98/1871","319/11287",0.307210031347962,1.85327612176614,6.89120080045169,1.64506234526281e-10,2.02577677373791e-08,2.02577677373791e-08,"27327/8324/9736/1173/6662/207/163/1855/3845/5693/5704/55553/6934/4609/5714/5529/57680/333932/8357/208/23112/7482/56998/7480/23236/387/5717/7471/3021/8338/25776/8945/7534/9101/5527/8658/5216/7088/55970/7855/7514/8295/5578/4919/331/7091/864/5929/5688/7015/51176/8351/8607/1175/5707/192669/2033/8323/1454/5880/85236/4920/4772/5705/7311/8331/23513/27161/26523/81847/409/808/5519/11047/83999/5684/801/324/283149/9757/8358/554313/5530/3017/1457/8337/9861/6659/8370/7477/80326/3708/8349/857/5515/10681/6657/8343",98
"R-HSA-2990846","R-HSA-2990846","SUMOylation","67/1871","189/11287",0.354497354497354,2.13854176387581,7.03608698124541,1.83329346837899e-10,2.10706529299025e-08,2.10706529299025e-08,"57591/9112/10735/81929/7153/5241/6304/4929/3090/3066/165918/6095/8243/10054/4286/4791/3190/57332/23225/9994/4869/9818/55143/1786/9126/28996/641/9759/1789/2099/4306/7157/4193/23512/9883/6117/29843/9212/2908/23468/2033/79023/10155/53371/5465/8086/9063/6256/348995/5893/5371/5903/10521/1029/25942/3619/8021/554313/5111/10499/8924/142/8370/672/1788/205564/8856",67
"R-HSA-9730414","R-HSA-9730414","MITF-M-regulated melanocyte development","58/1871","154/11287",0.376623376623377,2.27201926881243,7.08470282145823,2.07117775916219e-10,2.23169403549726e-08,2.23169403549726e-08,"7965/6603/27327/5347/5829/529/6662/994/7529/4171/4286/6934/4141/999/1026/2058/208/23112/23405/528/5077/7531/60/4644/526/6595/7534/7514/6195/4254/8289/9275/7015/51176/1432/192669/2033/9114/5594/4174/1000/5054/27161/26523/5595/1385/596/1029/4233/595/25942/605/3673/672/6935/8992/6657/3815",58
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","58/1871","156/11287",0.371794871794872,2.24289081664817,6.967899510685,3.72734712592924e-10,3.7646687867789e-08,3.7646687867789e-08,"7994/207/387893/5608/57459/3066/472/117584/9219/5928/208/5984/6874/983/5932/28996/641/5305/5527/7157/22974/11198/1111/51616/4193/94241/204851/6118/6117/9212/6446/1432/8445/80010/2033/8851/890/5985/2475/5371/7311/11200/5562/5519/1029/53615/1108/9156/4361/79837/54971/1457/580/672/6749/5170/4194/5515",58
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","68/1871","196/11287",0.346938775510204,2.09294385846268,6.88040858125747,3.93062866369027e-10,3.7646687867789e-08,3.7646687867789e-08,"27327/6416/1032/2146/5608/9261/5606/50488/472/1026/333932/64682/5928/8357/8091/23112/57332/11065/23135/27338/3007/1870/3569/3021/8338/1871/6197/7157/3456/6667/4193/5599/1021/6195/3159/1869/23466/23512/3009/6774/2113/8351/1432/3005/192669/5594/85236/890/7311/8331/1019/1027/26523/5595/3008/1029/4361/8358/554313/3017/8337/1051/8370/4001/3006/8349/4194/8343",68
"R-HSA-170834","R-HSA-170834","Signaling by TGF-beta Receptor Complex","41/1871","94/11287",0.436170212765957,2.63124168438769,7.07917547439051,5.53282414158766e-10,5.02030990531427e-08,5.02030990531427e-08,"1025/4088/867/25937/5933/25805/4053/7050/4609/9372/6498/1024/387/60436/51592/5045/7040/6667/7514/50848/57530/4089/1875/9110/905/2033/5594/3696/6772/23327/7311/5054/5595/7048/7323/7042/2200/142/7049/54778/4087",41
"R-HSA-9006936","R-HSA-9006936","Signaling by TGFB family members","58/1871","158/11287",0.367088607594937,2.21449979365262,6.85285605364057,6.60774313687912e-10,5.6958745839898e-08,5.6958745839898e-08,"27327/1025/4088/867/4323/25937/5933/91/25805/4086/4053/7050/4609/9372/6498/1024/23112/387/60436/51592/10589/5045/7040/659/6667/7514/50848/57530/51107/6925/4089/1875/9110/905/192669/2033/5594/3696/6772/3070/23327/6256/7311/5054/4090/27161/26523/5595/409/7048/7323/7042/2200/142/4613/7049/54778/4087",58
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","91/1871","296/11287",0.307432432432432,1.8546177791902,6.64160230703506,7.18856170359219e-10,5.90146684618711e-08,5.90146684618711e-08,"27327/51109/3480/10735/8841/2194/1025/207/5241/8243/3845/861/3320/4609/333932/8357/208/23112/6720/57678/4893/1956/8850/29116/3021/5432/8503/8338/9126/7764/4318/2099/865/5441/55970/6667/7514/5296/255324/6387/1839/4313/8050/8351/5295/8854/127933/192669/2033/8202/7031/5594/85236/6256/3326/2288/9166/4602/8331/1027/7528/2066/2962/6319/27161/26523/5595/55625/1385/596/1386/808/5467/595/801/8358/554313/3017/10499/2002/8337/8370/8349/5170/2069/3838/857/10681/4316/1903/8343",91
"R-HSA-3108232","R-HSA-3108232","SUMO E3 ligases SUMOylate target proteins","64/1871","183/11287",0.349726775956284,2.10976275800031,6.74667292877003,8.87521882376455e-10,6.95494420553185e-08,6.95494420553185e-08,"57591/9112/10735/81929/7153/5241/6304/4929/3090/3066/165918/6095/8243/4286/4791/3190/57332/23225/9994/4869/9818/55143/1786/9126/28996/641/9759/1789/2099/4306/7157/4193/23512/9883/6117/9212/2908/23468/2033/79023/10155/53371/5465/8086/9063/6256/348995/5893/5371/5903/10521/1029/25942/3619/8021/554313/5111/10499/8924/142/8370/672/1788/8856",64
"R-HSA-9856651","R-HSA-9856651","MITF-M-dependent gene expression","43/1871","103/11287",0.41747572815534,2.51846528257045,6.90078651008156,1.12757610349286e-09,8.16357330547732e-08,8.16357330547732e-08,"6603/27327/5347/5829/529/994/4171/4286/6934/999/1026/208/23112/23405/528/60/4644/526/6595/8289/9275/7015/51176/1432/192669/9114/4174/1000/5054/27161/26523/1385/596/1029/4233/595/25942/605/3673/672/6935/8992/6657",43
"R-HSA-69481","R-HSA-69481","G2/M Checkpoints","57/1871","156/11287",0.365384615384615,2.20422028532665,6.75110462197562,1.13646032094812e-09,8.16357330547732e-08,8.16357330547732e-08,"7465/4175/4173/7529/165918/5693/4171/5704/5000/472/5714/7531/5984/55388/5717/983/5932/641/7534/23594/7157/1111/6118/6117/9088/990/5688/10971/80010/5707/85236/79184/890/5985/4174/5705/7311/63967/993/11200/7468/4172/4176/9156/11047/5684/84515/4361/554313/3017/580/8924/9861/8370/672/8349/8343",57
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","44/1871","107/11287",0.411214953271028,2.48069651393378,6.85978861004725,1.28706799039924e-09,8.87562086179317e-08,8.87562086179317e-08,"8841/25937/2737/6662/25925/207/7291/4086/5693/5704/861/1026/5714/208/1277/5717/983/133522/9759/25/2099/865/7525/4089/5688/2908/5707/4094/5594/6772/2101/5705/7311/121340/1019/581/5595/1749/595/11047/5684/8493/9861/3678",44
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","49/1871","127/11287",0.385826771653543,2.32753969623386,6.70642344252746,2.02467721629791e-09,1.34251673880677e-07,1.34251673880677e-07,"27327/9112/8841/23186/2146/207/8975/57459/3066/5693/5704/5714/1822/9219/5928/208/23112/57332/5717/8658/6615/7157/23466/23512/331/5978/5688/5707/192669/5594/10014/5705/2475/5371/7311/27161/26523/81847/5595/58528/1386/64121/53615/1108/5728/11047/5684/1457/9861",49
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","37/1871","86/11287",0.430232558139535,2.59542217195133,6.62018524625521,6.04142819133564e-09,3.73490516713132e-07,3.73490516713132e-07,"4088/25937/182/3845/5693/5704/6934/861/4609/1026/5714/1490/3516/8850/5717/9759/4851/865/7040/7157/10018/4193/2648/864/4089/5688/51176/5707/2033/5705/7311/8463/1029/595/11047/5684/9861",37
"R-HSA-9012999","R-HSA-9012999","RHO GTPase cycle","122/1871","450/11287",0.271111111111111,1.63550567135816,6.13260288002014,6.0659712691228e-09,3.73490516713132e-07,3.73490516713132e-07,"2889/94134/23580/998/1627/7431/147179/6434/6472/29127/1362/84986/120/9146/3930/11140/182/10451/3320/6093/87/10298/115703/9341/22800/158747/10163/396/11329/90627/4646/26084/29941/23344/7037/6711/1795/387/60/394/51347/57473/8503/392/10409/11214/85440/91452/4296/2873/10818/55852/6242/708/5296/908/23197/2319/26050/29843/79180/9497/9528/388/9743/5295/1969/9231/9181/57498/4548/171177/3954/23433/5880/8086/5062/29766/64283/23075/3326/57522/4952/10376/11113/23513/10152/9738/63916/71/65124/9824/6510/9815/23191/4983/7170/116984/23013/26999/5756/51479/54438/9352/4001/2909/9644/64857/224/1080/2885/23380/7410/857/6655/79869/1894/23129/8976/5058/9414/10576",122
"R-HSA-9009391","R-HSA-9009391","Extra-nuclear estrogen signaling","34/1871","77/11287",0.441558441558442,2.6637467289525,6.52985387455568,1.11292846805811e-08,6.36714092460957e-07,6.36714092460957e-07,"3480/207/3845/3320/208/4893/1956/8503/4318/2099/55970/7514/5296/255324/1839/4313/5295/127933/5594/1027/5595/55625/1385/596/808/595/801/2002/5170/2069/857/10681/4316/1903",34
"R-HSA-9764265","R-HSA-9764265","Regulation of CDH1 Expression and Function","66/1871","202/11287",0.326732673267327,1.97104846775431,6.20758157061277,1.14490353052724e-08,6.36714092460957e-07,6.36714092460957e-07,"27327/2146/7291/387893/3066/5693/5704/7841/4609/999/5714/55810/333932/5315/5928/8357/23112/2060/9314/60/60436/5717/3021/8338/7764/5045/6615/7088/6667/23396/4193/1603/23512/7750/8289/5688/348262/9743/8351/5707/192669/5594/85236/5705/7311/8331/27161/26523/71/5595/1500/11047/5684/8358/54971/554313/3017/1457/94234/8337/4613/9861/8370/6935/8349/8343",66
"R-HSA-9764274","R-HSA-9764274","Regulation of Expression and Function of Type I Classical Cadherins","66/1871","202/11287",0.326732673267327,1.97104846775431,6.20758157061277,1.14490353052724e-08,6.36714092460957e-07,6.36714092460957e-07,"27327/2146/7291/387893/3066/5693/5704/7841/4609/999/5714/55810/333932/5315/5928/8357/23112/2060/9314/60/60436/5717/3021/8338/7764/5045/6615/7088/6667/23396/4193/1603/23512/7750/8289/5688/348262/9743/8351/5707/192669/5594/85236/5705/7311/8331/27161/26523/71/5595/1500/11047/5684/8358/54971/554313/3017/1457/94234/8337/4613/9861/8370/6935/8349/8343",66
"R-HSA-8848021","R-HSA-8848021","Signaling by PTK6","27/1871","54/11287",0.5,3.01630144307857,6.62030736586992,1.37140258026561e-08,7.1645395405391e-07,7.1645395405391e-07,"867/5829/5921/207/3845/1398/4893/1956/387/27043/5770/2034/3091/6774/1839/2064/2908/7311/1019/1027/2066/63916/595/9021/2909/2069/6421",27
"R-HSA-9006927","R-HSA-9006927","Signaling by Non-Receptor Tyrosine Kinases","27/1871","54/11287",0.5,3.01630144307857,6.62030736586992,1.37140258026561e-08,7.1645395405391e-07,7.1645395405391e-07,"867/5829/5921/207/3845/1398/4893/1956/387/27043/5770/2034/3091/6774/1839/2064/2908/7311/1019/1027/2066/63916/595/9021/2909/2069/6421",27
"R-HSA-2173793","R-HSA-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","26/1871","51/11287",0.509803921568627,3.07544460862913,6.62161706747229,1.50875893850559e-08,7.64091238827371e-07,7.64091238827371e-07,"1025/4088/25937/5933/7050/4609/6498/1024/60436/51592/5045/6667/4089/1875/905/2033/5594/6772/23327/7311/5054/5595/7323/142/54778/4087",26
"R-HSA-157118","R-HSA-157118","Signaling by NOTCH","72/1871","229/11287",0.314410480349345,1.89671357119351,6.11092400288916,1.55122931316462e-08,7.64091238827371e-07,7.64091238827371e-07,"27327/8841/4088/207/3066/182/5693/5704/23509/861/4609/10320/5714/333932/3516/2683/1024/8357/23112/1956/8850/5717/6400/3021/8338/1871/7534/9759/4851/5045/7157/7088/3091/57534/1869/7091/51107/2648/5688/23220/8351/5707/192669/2033/85236/6772/10014/5705/7311/8331/10959/27161/26523/1385/10460/409/6868/102/595/11047/79885/5684/8358/554313/3017/8337/9861/8370/142678/8349/23129/8343",72
"R-HSA-5688426","R-HSA-5688426","Deubiquitination","84/1871","284/11287",0.295774647887324,1.78429099449718,5.96697933327617,2.39718901418232e-08,1.14798718345842e-06,1.14798718345842e-06,"9736/4088/79594/9146/8975/4086/57695/5693/5704/991/4609/79155/221937/5714/114548/85235/7375/3607/91833/387/8850/60/5717/983/8338/9101/9986/8658/171023/2099/7040/10318/7157/3091/51616/6314/8295/440689/4193/3054/54891/2648/4089/5688/51651/8607/10445/5707/7345/2033/56957/85236/79184/54617/890/5705/7311/8331/63967/23358/7528/993/9738/81847/409/57506/7048/5728/11047/5684/324/80124/3017/580/8337/9861/672/7128/8349/4087/1080/4194/5071/8343",84
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","121/1871","456/11287",0.265350877192982,1.60075646759871,5.83741124280757,2.69750698095235e-08,1.25689244193563e-06,1.25689244193563e-06,"2889/759/2357/7422/6416/998/4088/867/7431/4205/207/7291/7133/54014/9252/5608/6095/9261/5693/5704/1398/5606/51135/3185/3320/4609/79155/302/1026/5714/948/333932/4478/5780/4791/3146/5908/8357/8878/6647/5034/149233/5478/5717/3569/8503/4282/4318/8945/200081/1901/7534/6197/7040/7157/7525/3091/8660/4582/836/5296/5771/5599/6195/2308/8835/3654/5781/351/6774/4313/5688/8351/5295/1432/54472/3600/8651/3551/5707/4170/598/6950/5594/6772/3667/5062/5705/7311/1848/4215/6624/79923/3570/6777/7184/5595/1385/596/1386/1072/5519/6778/595/4312/11047/5684/8358/23118/9021/2002/25930/9861/6935/4001/1265/2885/6655/5515/6657/5775",121
"R-HSA-166520","R-HSA-166520","Signaling by NTRKs","48/1871","134/11287",0.358208955223881,2.16093237713091,6.02611150225339,4.7611677665613e-08,2.12526265672949e-06,2.12526265672949e-06,"2889/3398/1173/4205/163/9252/7529/23237/9261/3845/1398/1795/4893/5906/387/6197/5045/8660/10818/5296/6195/627/4916/5781/5978/6774/6446/5295/1432/1175/57498/2033/8851/5594/3667/673/1848/4209/581/5595/1385/1386/5519/1108/2002/3400/2885/5515",48
"R-HSA-2555396","R-HSA-2555396","Mitotic Metaphase and Anaphase","70/1871","226/11287",0.309734513274336,1.86850531872124,5.87899644560506,4.80772874782193e-08,2.12526265672949e-06,2.12526265672949e-06,"26271/10735/10403/57405/81929/5347/6249/3930/8243/5693/5704/991/23063/79980/5714/5529/64682/701/9735/11065/100526767/27338/3842/5717/983/9232/9818/55143/113130/10381/9126/5527/7514/5901/51652/55166/9883/699/9212/5688/5707/79023/53371/348995/5705/1783/7311/55839/5903/10376/54820/81565/55920/9700/5519/220134/151648/3619/23122/140735/11047/1104/5684/79019/11130/11004/79682/9861/4001/5515",70
"R-HSA-69190","R-HSA-69190","DNA strand elongation","19/1871","32/11287",0.59375,3.5818579636558,6.51940975436698,5.2727498147959e-08,2.27255517017703e-06,2.27255517017703e-06,"4175/4173/4171/9837/2237/51659/5984/64785/6118/6117/5424/5422/5985/4174/4172/4176/84515/5557/5111",19
"R-HSA-418990","R-HSA-418990","Adherens junctions interactions","78/1871","263/11287",0.296577946768061,1.78913697764356,5.77210679717651,6.68495900989554e-08,2.81094373977071e-06,2.81094373977071e-06,"27327/998/57531/2146/7291/387893/3066/5693/5704/7841/4609/999/5714/55810/333932/5315/5928/8357/23112/2060/9314/60/60436/5717/3569/3021/8338/7764/3224/5045/6615/7088/6667/23396/4193/1603/23512/7750/331/8289/5818/6774/5688/348262/9743/8351/5707/192669/5594/85236/84231/5705/7311/8331/1000/3570/27161/26523/71/5595/1500/11047/5684/8358/54971/554313/3017/1457/94234/8337/4613/9861/8370/6935/23705/8349/7410/8343",78
"R-HSA-69239","R-HSA-69239","Synthesis of DNA","41/1871","108/11287",0.37962962962963,2.29015479937447,6.00517839928504,7.07525321991652e-08,2.90422298836573e-06,2.90422298836573e-06,"4175/4173/5693/4171/5704/5000/5714/5427/64682/9837/11065/2237/51659/5984/27338/5717/23594/64785/5426/6118/51053/6117/990/5688/5424/5707/81620/5422/890/5985/4174/5705/7311/4172/4176/11047/5684/84515/5557/5111/9861",41
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","45/1871","124/11287",0.362903225806452,2.18925104739573,5.93564084375363,7.97959435662032e-08,3.12689462684787e-06,3.12689462684787e-06,"27327/6416/1032/2146/5608/9261/5606/50488/333932/5928/8357/23112/57332/23135/1870/3021/8338/1871/7157/3456/4193/5599/1021/1869/23466/23512/8351/1432/192669/5594/85236/7311/8331/1019/26523/5595/1029/8358/554313/3017/8337/8370/8349/4194/8343",45
"R-HSA-4839726","R-HSA-4839726","Chromatin organization","102/1871","374/11287",0.272727272727273,1.64525533258831,5.65677646907515,7.98449388676746e-08,3.12689462684787e-06,3.12689462684787e-06,"6603/9112/55689/10262/8841/23186/9575/7994/2146/10943/55352/26009/4297/79960/387893/54014/80205/57459/3066/23451/10320/57680/333932/29943/284058/4791/63976/85235/9219/5928/8357/23450/80314/10523/5077/8850/23135/60/3021/8338/8242/10291/6595/11198/51742/7182/6314/8295/440689/6187/3054/23512/55140/5978/6925/11335/2648/8289/5929/9275/9646/8351/8607/10445/56970/2033/84159/85236/11325/6628/55870/8520/8331/23133/1019/29998/10951/9879/10992/6634/7468/1386/53615/595/1108/605/9757/8358/554313/9767/3017/10499/65980/8337/8370/1788/6749/64324/8349/51111/1665/8343",102
"R-HSA-201681","R-HSA-201681","TCF dependent signaling in response to WNT","68/1871","220/11287",0.309090909090909,1.86462271026675,5.77293564060564,8.16184792390684e-08,3.12689462684787e-06,3.12689462684787e-06,"9736/6662/207/1855/5693/5704/55553/6934/4609/5714/5529/57680/333932/8357/208/56998/5717/7471/3021/8338/25776/8945/7534/9101/5527/8658/7088/7855/7514/8295/331/7091/864/5929/5688/7015/51176/8351/8607/5707/2033/8323/1454/85236/5705/7311/8331/81847/5519/11047/83999/5684/324/283149/9757/8358/554313/3017/1457/8337/9861/6659/8370/8349/857/5515/6657/8343",68
